vuln_id,asset_id,cve_id,severity,cvss_score,cwe_type,discovery_date,status,patch_due_days,exploit_available
VULN-02241,AST-0188,CVE-2023-5991,Medium,5.4,CWE-200,2025-09-24,In Progress,7,Yes
VULN-02242,AST-0297,CVE-2023-5389,Medium,5.4,CWE-119,2025-08-05,Closed,60,Yes
VULN-02243,AST-0177,CVE-2023-9056,High,8.6,CWE-200,2025-05-29,Open,30,No
VULN-02244,AST-0013,CVE-2023-2160,Critical,9.8,CWE-79,2025-09-19,In Progress,90,No
VULN-02245,AST-0178,CVE-2023-1011,Medium,6.3,CWE-287,2025-04-23,Risk Accepted,90,Yes
VULN-02246,AST-0449,CVE-2023-1505,Low,2.9,CWE-200,2025-08-19,Risk Accepted,7,No
VULN-02247,AST-0209,CVE-2023-3623,Critical,9.6,CWE-287,2025-06-20,Open,30,Yes
VULN-02248,AST-0119,CVE-2023-1681,Low,0.5,CWE-79,2026-02-20,Risk Accepted,90,Yes
VULN-02249,AST-0045,CVE-2023-2463,High,7.9,CWE-287,2025-12-11,In Progress,30,No
VULN-02250,AST-0106,CVE-2023-1908,Medium,4.3,CWE-119,2025-10-10,Risk Accepted,14,No
VULN-02251,AST-0141,CVE-2023-9368,Critical,9.9,CWE-119,2026-03-04,Closed,90,No
VULN-02252,AST-0220,CVE-2023-3293,Low,2.2,CWE-20,2026-01-07,Risk Accepted,7,No
VULN-02253,AST-0225,CVE-2023-4621,Low,2.0,CWE-79,2026-04-07,Risk Accepted,7,Yes
VULN-02254,AST-0125,CVE-2023-2615,Medium,4.3,CWE-89,2025-09-02,Closed,90,Yes
VULN-02255,AST-0166,CVE-2023-1040,Low,1.1,CWE-89,2025-05-19,Open,90,Yes
VULN-02256,AST-0400,CVE-2023-7600,Medium,5.6,CWE-287,2025-10-01,In Progress,90,Yes
VULN-02257,AST-0121,CVE-2023-1072,Low,1.9,CWE-119,2026-03-08,Risk Accepted,14,No
VULN-02258,AST-0413,CVE-2023-3711,Critical,9.4,CWE-79,2025-05-26,Open,30,Yes
VULN-02259,AST-0221,CVE-2023-9907,High,8.9,CWE-200,2025-07-18,In Progress,30,Yes
VULN-02260,AST-0420,CVE-2023-9300,High,8.4,CWE-89,2025-10-01,In Progress,60,No
VULN-02261,AST-0154,CVE-2023-1478,Critical,9.3,CWE-79,2025-11-29,Closed,30,Yes
VULN-02262,AST-0489,CVE-2023-9808,Low,1.4,CWE-287,2025-09-17,Open,14,No
VULN-02263,AST-0195,CVE-2023-3221,Medium,6.2,CWE-89,2025-11-04,Closed,7,Yes
VULN-02264,AST-0186,CVE-2023-6253,Low,1.3,CWE-89,2025-05-15,Closed,30,Yes
VULN-02265,AST-0252,CVE-2023-4273,Low,1.6,CWE-119,2025-09-15,Risk Accepted,7,Yes
VULN-02266,AST-0137,CVE-2023-6533,Medium,5.7,CWE-200,2026-03-19,Open,90,Yes
VULN-02267,AST-0378,CVE-2023-6869,Low,1.9,CWE-89,2025-08-13,Open,30,Yes
VULN-02268,AST-0382,CVE-2023-9019,Low,1.1,CWE-79,2026-01-29,In Progress,30,Yes
VULN-02269,AST-0093,CVE-2023-4742,Low,2.5,CWE-20,2025-08-24,Risk Accepted,90,Yes
VULN-02270,AST-0343,CVE-2023-8511,Low,2.7,CWE-119,2025-07-10,Closed,90,No
VULN-02271,AST-0066,CVE-2023-8118,Medium,6.0,CWE-79,2025-08-22,Closed,30,No
VULN-02272,AST-0055,CVE-2023-4971,Medium,6.3,CWE-79,2026-02-11,Open,90,Yes
VULN-02273,AST-0070,CVE-2023-3246,High,7.1,CWE-119,2025-06-19,Closed,14,No
VULN-02274,AST-0394,CVE-2023-8563,Critical,9.5,CWE-119,2025-05-14,Open,60,Yes
VULN-02275,AST-0474,CVE-2023-7046,High,8.0,CWE-200,2025-10-30,Risk Accepted,14,No
VULN-02276,AST-0352,CVE-2023-6272,Medium,4.7,CWE-287,2025-12-16,In Progress,7,No
VULN-02277,AST-0316,CVE-2023-5592,Medium,5.1,CWE-119,2025-05-29,Risk Accepted,7,Yes
VULN-02278,AST-0412,CVE-2023-9510,Critical,9.6,CWE-200,2025-11-07,Closed,14,No
VULN-02279,AST-0355,CVE-2023-7431,Medium,4.5,CWE-119,2025-10-30,Risk Accepted,30,No
VULN-02280,AST-0164,CVE-2023-4971,Low,2.0,CWE-20,2025-06-29,Risk Accepted,30,Yes
VULN-02281,AST-0266,CVE-2023-1908,Critical,9.8,CWE-20,2026-04-01,Closed,60,No
VULN-02282,AST-0067,CVE-2023-8973,Low,3.0,CWE-200,2026-02-10,Open,90,No
VULN-02283,AST-0171,CVE-2023-7274,Medium,6.2,CWE-89,2025-08-28,In Progress,90,Yes
VULN-02284,AST-0051,CVE-2023-8167,Low,0.6,CWE-20,2025-08-29,Closed,60,No
VULN-02285,AST-0495,CVE-2023-6110,High,8.6,CWE-119,2026-01-22,Closed,30,Yes
VULN-02286,AST-0324,CVE-2023-7286,Critical,9.4,CWE-200,2026-02-27,Closed,14,Yes
VULN-02287,AST-0075,CVE-2023-2463,Critical,9.7,CWE-119,2025-12-21,In Progress,14,Yes
VULN-02288,AST-0132,CVE-2023-3321,High,7.3,CWE-119,2026-02-25,Risk Accepted,60,No
VULN-02289,AST-0146,CVE-2023-7322,Medium,5.2,CWE-20,2025-06-11,Open,60,Yes
VULN-02290,AST-0166,CVE-2023-8496,Critical,9.1,CWE-287,2025-07-15,Open,7,No
VULN-02291,AST-0323,CVE-2023-9019,Medium,5.5,CWE-287,2025-05-24,Risk Accepted,7,Yes
VULN-02292,AST-0410,CVE-2023-8529,Critical,9.1,CWE-200,2025-06-10,Risk Accepted,60,No
VULN-02293,AST-0276,CVE-2023-2133,High,7.4,CWE-89,2025-07-23,Closed,60,Yes
VULN-02294,AST-0224,CVE-2023-2646,Medium,5.3,CWE-119,2025-06-30,Closed,14,No
VULN-02295,AST-0148,CVE-2023-7853,Critical,9.1,CWE-89,2025-06-21,Open,14,No
VULN-02296,AST-0146,CVE-2023-1185,High,8.4,CWE-119,2025-12-04,Closed,14,No
VULN-02297,AST-0160,CVE-2023-6152,Medium,6.0,CWE-119,2025-06-13,Open,60,No
VULN-02298,AST-0019,CVE-2023-5560,High,7.7,CWE-200,2026-02-04,In Progress,30,Yes
VULN-02299,AST-0365,CVE-2023-2120,Critical,9.7,CWE-89,2026-02-03,Closed,30,No
VULN-02300,AST-0106,CVE-2023-2678,Medium,4.1,CWE-119,2025-12-25,Closed,30,No
VULN-02301,AST-0177,CVE-2023-4043,Medium,5.9,CWE-287,2025-05-14,In Progress,14,Yes
VULN-02302,AST-0022,CVE-2023-8912,Critical,9.1,CWE-89,2025-06-22,Risk Accepted,30,No
VULN-02303,AST-0272,CVE-2023-3079,Critical,9.5,CWE-119,2026-02-09,In Progress,14,No
VULN-02304,AST-0373,CVE-2023-5922,High,7.9,CWE-89,2025-12-14,Risk Accepted,14,Yes
VULN-02305,AST-0151,CVE-2023-1110,Low,1.4,CWE-287,2025-10-23,Open,7,No
VULN-02306,AST-0247,CVE-2023-8037,High,8.6,CWE-20,2025-10-12,In Progress,7,No
VULN-02307,AST-0235,CVE-2023-1040,High,7.6,CWE-200,2026-02-01,In Progress,30,Yes
VULN-02308,AST-0156,CVE-2023-3248,Medium,6.5,CWE-20,2025-11-19,Open,7,Yes
VULN-02309,AST-0279,CVE-2023-5785,Critical,9.7,CWE-119,2026-02-04,Risk Accepted,90,No
VULN-02310,AST-0460,CVE-2023-3838,Critical,9.8,CWE-89,2025-11-26,Closed,30,No
VULN-02311,AST-0310,CVE-2023-1681,Medium,4.8,CWE-79,2025-10-06,In Progress,90,No
VULN-02312,AST-0098,CVE-2023-2350,Critical,9.5,CWE-89,2026-01-04,Risk Accepted,90,Yes
VULN-02313,AST-0300,CVE-2023-9510,Critical,9.6,CWE-287,2026-04-08,Closed,14,Yes
VULN-02314,AST-0351,CVE-2023-8729,High,8.0,CWE-200,2026-03-23,Closed,90,No
VULN-02315,AST-0379,CVE-2023-2237,Low,3.9,CWE-200,2025-11-20,In Progress,90,Yes
VULN-02316,AST-0268,CVE-2023-4908,Medium,6.9,CWE-119,2025-12-20,In Progress,60,Yes
VULN-02317,AST-0467,CVE-2023-6133,Medium,6.4,CWE-89,2025-12-17,Closed,60,Yes
VULN-02318,AST-0225,CVE-2023-5005,Critical,9.8,CWE-287,2025-12-13,Risk Accepted,30,Yes
VULN-02319,AST-0415,CVE-2023-8412,Medium,4.4,CWE-200,2025-08-18,In Progress,90,No
VULN-02320,AST-0414,CVE-2023-4798,High,8.0,CWE-200,2026-03-16,Open,14,Yes
VULN-02321,AST-0361,CVE-2023-2262,Low,0.2,CWE-89,2025-12-14,In Progress,14,Yes
VULN-02322,AST-0170,CVE-2023-2791,High,7.3,CWE-79,2025-08-15,Open,7,Yes
VULN-02323,AST-0279,CVE-2023-4203,High,7.3,CWE-79,2025-06-12,Open,90,No
VULN-02324,AST-0215,CVE-2023-1602,Low,1.7,CWE-79,2025-10-02,Open,90,No
VULN-02325,AST-0118,CVE-2023-2526,Low,0.6,CWE-79,2025-05-11,Closed,14,No
VULN-02326,AST-0155,CVE-2023-9646,Low,3.1,CWE-79,2025-10-14,In Progress,90,No
VULN-02327,AST-0042,CVE-2023-4496,Medium,5.9,CWE-79,2025-10-03,Open,60,No
VULN-02328,AST-0074,CVE-2023-2847,Low,3.1,CWE-200,2025-12-16,In Progress,14,No
VULN-02329,AST-0436,CVE-2023-8529,Medium,5.2,CWE-20,2025-08-10,Open,7,Yes
VULN-02330,AST-0096,CVE-2023-6443,High,8.4,CWE-119,2026-02-18,Risk Accepted,14,Yes
VULN-02331,AST-0126,CVE-2023-4228,Medium,6.4,CWE-20,2025-07-30,Risk Accepted,60,Yes
VULN-02332,AST-0272,CVE-2023-7270,Medium,4.1,CWE-79,2025-11-30,Risk Accepted,60,No
VULN-02333,AST-0229,CVE-2023-4434,Low,1.1,CWE-79,2025-05-06,Risk Accepted,30,No
VULN-02334,AST-0404,CVE-2023-6753,Critical,9.7,CWE-89,2025-08-29,Closed,7,No
VULN-02335,AST-0434,CVE-2023-2529,Medium,4.3,CWE-200,2025-10-29,Closed,90,No
VULN-02336,AST-0270,CVE-2023-7483,Critical,9.5,CWE-20,2025-05-13,In Progress,60,No
VULN-02337,AST-0335,CVE-2023-2615,High,7.6,CWE-119,2025-08-13,Risk Accepted,14,No
VULN-02338,AST-0353,CVE-2023-2237,Low,3.1,CWE-89,2025-10-11,Risk Accepted,90,Yes
VULN-02339,AST-0263,CVE-2023-7022,Low,2.1,CWE-287,2025-10-07,Risk Accepted,90,Yes
VULN-02340,AST-0393,CVE-2023-5295,Medium,4.1,CWE-200,2025-04-29,Risk Accepted,14,No
VULN-02341,AST-0113,CVE-2023-6289,Low,3.3,CWE-119,2025-05-07,Risk Accepted,7,Yes
VULN-02342,AST-0036,CVE-2023-5961,High,7.0,CWE-89,2025-09-05,Risk Accepted,30,No
VULN-02343,AST-0053,CVE-2023-8501,High,7.7,CWE-79,2026-03-03,Open,90,No
VULN-02344,AST-0290,CVE-2023-7337,High,8.8,CWE-119,2025-08-04,Closed,30,No
VULN-02345,AST-0284,CVE-2023-4882,Critical,9.5,CWE-20,2025-05-14,Open,14,No
VULN-02346,AST-0379,CVE-2023-6110,Medium,5.1,CWE-79,2025-12-21,Open,90,Yes
VULN-02347,AST-0318,CVE-2023-8248,Medium,4.3,CWE-200,2026-03-16,Risk Accepted,14,No
VULN-02348,AST-0047,CVE-2023-2615,Medium,4.5,CWE-200,2026-03-13,Risk Accepted,30,Yes
VULN-02349,AST-0305,CVE-2023-3480,Low,0.3,CWE-20,2025-05-20,Closed,30,Yes
VULN-02350,AST-0471,CVE-2023-3733,Critical,9.8,CWE-287,2025-12-09,Closed,30,No
VULN-02351,AST-0388,CVE-2023-6185,Critical,9.3,CWE-200,2025-12-01,In Progress,7,Yes
VULN-02352,AST-0147,CVE-2023-8939,High,8.6,CWE-119,2025-10-28,Open,90,Yes
VULN-02353,AST-0480,CVE-2023-5503,Critical,9.1,CWE-89,2025-09-11,Closed,60,No
VULN-02354,AST-0241,CVE-2023-1732,Critical,9.5,CWE-89,2025-10-11,Closed,60,Yes
VULN-02355,AST-0394,CVE-2023-3604,High,8.7,CWE-20,2025-11-26,Closed,7,Yes
VULN-02356,AST-0238,CVE-2023-9510,Critical,9.5,CWE-200,2025-11-16,In Progress,14,No
VULN-02357,AST-0453,CVE-2023-8052,Low,1.0,CWE-119,2026-02-16,Open,60,No
VULN-02358,AST-0013,CVE-2023-6980,Critical,9.5,CWE-20,2026-01-26,Open,7,Yes
VULN-02359,AST-0332,CVE-2023-3604,Medium,6.8,CWE-89,2026-03-28,Risk Accepted,7,Yes
VULN-02360,AST-0429,CVE-2023-7703,Medium,4.5,CWE-287,2025-04-30,Open,30,Yes
VULN-02361,AST-0223,CVE-2023-6289,Low,0.3,CWE-89,2025-10-06,In Progress,7,Yes
VULN-02362,AST-0196,CVE-2023-9951,Low,0.4,CWE-200,2026-04-03,Closed,7,Yes
VULN-02363,AST-0195,CVE-2023-3688,Low,1.1,CWE-287,2026-02-23,Open,90,No
VULN-02364,AST-0306,CVE-2023-3858,Medium,6.0,CWE-287,2025-11-23,In Progress,90,No
VULN-02365,AST-0148,CVE-2023-6533,Low,2.4,CWE-89,2025-12-24,Risk Accepted,30,Yes
VULN-02366,AST-0184,CVE-2023-1972,Medium,4.8,CWE-79,2025-06-27,Risk Accepted,7,Yes
VULN-02367,AST-0332,CVE-2023-6131,Low,0.9,CWE-200,2025-08-17,Open,14,Yes
VULN-02368,AST-0073,CVE-2023-5775,Critical,9.3,CWE-89,2025-12-05,Closed,90,No
VULN-02369,AST-0346,CVE-2023-1440,High,8.3,CWE-119,2025-10-16,Closed,14,No
VULN-02370,AST-0416,CVE-2023-7322,Low,1.1,CWE-89,2025-10-26,Closed,14,No
VULN-02371,AST-0090,CVE-2023-4063,Critical,9.4,CWE-200,2025-06-12,Risk Accepted,7,No
VULN-02372,AST-0321,CVE-2023-2526,Low,0.8,CWE-89,2025-05-09,Closed,30,Yes
VULN-02373,AST-0469,CVE-2023-6003,Medium,6.8,CWE-89,2025-10-06,Risk Accepted,30,No
VULN-02374,AST-0076,CVE-2023-7852,High,8.0,CWE-20,2025-05-25,Open,60,No
VULN-02375,AST-0092,CVE-2023-4613,Medium,6.0,CWE-20,2026-02-23,Risk Accepted,90,No
VULN-02376,AST-0267,CVE-2023-8729,Medium,4.2,CWE-119,2026-03-30,In Progress,14,Yes
VULN-02377,AST-0361,CVE-2023-8449,Critical,9.6,CWE-20,2026-03-06,Closed,7,Yes
VULN-02378,AST-0084,CVE-2023-3194,Low,2.5,CWE-287,2025-08-26,Open,90,Yes
VULN-02379,AST-0300,CVE-2023-9180,High,7.2,CWE-79,2026-01-17,Risk Accepted,90,No
VULN-02380,AST-0037,CVE-2023-3246,Critical,9.6,CWE-79,2025-05-17,In Progress,30,No
VULN-02381,AST-0157,CVE-2023-7161,Low,2.7,CWE-287,2025-10-27,In Progress,14,Yes
VULN-02382,AST-0037,CVE-2023-4196,Low,1.9,CWE-89,2025-12-21,Closed,30,Yes
VULN-02383,AST-0046,CVE-2023-9474,High,8.9,CWE-79,2025-06-21,In Progress,14,No
VULN-02384,AST-0170,CVE-2023-7092,Medium,6.3,CWE-200,2025-04-30,Closed,7,Yes
VULN-02385,AST-0024,CVE-2023-1894,High,8.6,CWE-287,2025-07-20,Open,7,No
VULN-02386,AST-0383,CVE-2023-5005,Critical,9.3,CWE-287,2026-01-14,In Progress,30,No
VULN-02387,AST-0245,CVE-2023-5102,Low,2.5,CWE-20,2025-10-02,Open,60,No
VULN-02388,AST-0234,CVE-2023-2560,Critical,10.0,CWE-79,2025-10-02,Risk Accepted,14,Yes
VULN-02389,AST-0234,CVE-2023-4971,Low,2.4,CWE-20,2025-11-04,Closed,7,Yes
VULN-02390,AST-0037,CVE-2023-4613,Critical,9.0,CWE-20,2025-11-04,In Progress,30,Yes
VULN-02391,AST-0328,CVE-2023-8951,High,8.3,CWE-79,2025-12-07,Open,30,No
VULN-02392,AST-0208,CVE-2023-2956,High,8.8,CWE-89,2025-06-15,Risk Accepted,7,No
VULN-02393,AST-0305,CVE-2023-6766,Critical,9.1,CWE-287,2025-09-03,Open,14,No
VULN-02394,AST-0069,CVE-2023-8389,High,8.8,CWE-20,2025-09-06,In Progress,30,No
VULN-02395,AST-0296,CVE-2023-3740,High,7.1,CWE-79,2026-04-06,Open,7,No
VULN-02396,AST-0183,CVE-2023-3139,Low,2.3,CWE-79,2025-08-02,Open,60,No
VULN-02397,AST-0193,CVE-2023-3740,Critical,9.5,CWE-287,2025-09-12,Risk Accepted,60,No
VULN-02398,AST-0289,CVE-2023-5247,Critical,9.8,CWE-89,2025-09-20,Risk Accepted,90,No
VULN-02399,AST-0456,CVE-2023-5006,High,8.4,CWE-89,2026-02-09,In Progress,90,No
VULN-02400,AST-0331,CVE-2023-7274,Medium,5.7,CWE-20,2025-08-24,In Progress,7,Yes
VULN-02401,AST-0349,CVE-2023-7703,Low,2.0,CWE-89,2026-01-03,Closed,30,Yes
VULN-02402,AST-0043,CVE-2023-9022,High,7.3,CWE-79,2025-12-03,Open,60,Yes
VULN-02403,AST-0126,CVE-2023-1725,Low,1.3,CWE-119,2025-05-05,In Progress,30,Yes
VULN-02404,AST-0169,CVE-2023-6110,Low,2.1,CWE-200,2026-02-15,Open,14,Yes
VULN-02405,AST-0177,CVE-2023-2388,High,8.5,CWE-20,2025-12-16,Open,7,Yes
VULN-02406,AST-0077,CVE-2023-8812,Critical,9.6,CWE-119,2025-12-22,Open,30,Yes
VULN-02407,AST-0500,CVE-2023-8729,Critical,9.6,CWE-200,2025-08-22,Risk Accepted,90,No
VULN-02408,AST-0211,CVE-2023-3684,High,7.0,CWE-79,2025-05-10,Open,60,No
VULN-02409,AST-0059,CVE-2023-8052,Low,0.9,CWE-200,2025-08-21,Open,30,No
VULN-02410,AST-0463,CVE-2023-3877,Low,1.4,CWE-200,2025-05-21,Risk Accepted,30,Yes
VULN-02411,AST-0473,CVE-2023-2380,Critical,9.2,CWE-200,2025-11-17,Risk Accepted,30,Yes
VULN-02412,AST-0457,CVE-2023-1201,Low,0.3,CWE-89,2026-01-03,Risk Accepted,14,Yes
VULN-02413,AST-0173,CVE-2023-4065,High,7.9,CWE-200,2025-09-12,In Progress,7,No
VULN-02414,AST-0383,CVE-2023-6680,Low,3.8,CWE-79,2025-08-03,In Progress,7,No
VULN-02415,AST-0355,CVE-2023-3838,Critical,9.1,CWE-89,2025-07-21,In Progress,90,Yes
VULN-02416,AST-0384,CVE-2023-3688,High,7.4,CWE-89,2026-01-21,Open,90,Yes
VULN-02417,AST-0432,CVE-2023-8034,Critical,9.4,CWE-200,2026-03-11,Open,90,No
VULN-02418,AST-0150,CVE-2023-9105,Critical,9.7,CWE-79,2025-12-25,Risk Accepted,7,Yes
VULN-02419,AST-0074,CVE-2023-7290,Low,0.9,CWE-20,2026-04-01,Open,90,No
VULN-02420,AST-0486,CVE-2023-4390,Low,2.7,CWE-89,2025-12-05,Open,60,Yes
VULN-02421,AST-0123,CVE-2023-2163,Critical,9.8,CWE-20,2026-03-20,In Progress,60,Yes
VULN-02422,AST-0220,CVE-2023-9109,Critical,9.5,CWE-200,2025-06-12,In Progress,90,No
VULN-02423,AST-0117,CVE-2023-6340,High,8.5,CWE-20,2025-08-22,Closed,7,Yes
VULN-02424,AST-0417,CVE-2023-7418,High,7.3,CWE-119,2025-05-16,In Progress,7,Yes
VULN-02425,AST-0412,CVE-2023-2529,High,8.0,CWE-20,2025-11-27,In Progress,14,Yes
VULN-02426,AST-0184,CVE-2023-4965,High,7.1,CWE-20,2025-12-28,Closed,60,No
VULN-02427,AST-0418,CVE-2023-8457,High,8.4,CWE-287,2025-06-08,Open,7,No
VULN-02428,AST-0475,CVE-2023-7745,Medium,5.7,CWE-89,2026-04-06,Open,14,Yes
VULN-02429,AST-0177,CVE-2023-2100,High,7.1,CWE-79,2025-08-28,Closed,14,Yes
VULN-02430,AST-0009,CVE-2023-5055,High,7.2,CWE-119,2025-08-13,Closed,14,Yes
VULN-02431,AST-0212,CVE-2023-8912,High,7.7,CWE-79,2025-12-25,In Progress,90,Yes
VULN-02432,AST-0261,CVE-2023-9044,Low,1.4,CWE-119,2026-01-11,Closed,60,Yes
VULN-02433,AST-0191,CVE-2023-2350,Critical,9.7,CWE-79,2025-12-28,Closed,90,Yes
VULN-02434,AST-0490,CVE-2023-6154,Low,1.8,CWE-119,2025-09-14,Open,90,Yes
VULN-02435,AST-0345,CVE-2023-5902,High,8.5,CWE-79,2025-06-04,In Progress,90,Yes
VULN-02436,AST-0273,CVE-2023-9300,Low,2.7,CWE-287,2025-12-02,Open,60,No
VULN-02437,AST-0161,CVE-2023-3910,Low,3.4,CWE-89,2026-01-15,In Progress,7,Yes
VULN-02438,AST-0243,CVE-2023-3458,Medium,4.7,CWE-287,2026-04-14,Closed,7,No
VULN-02439,AST-0439,CVE-2023-5399,Low,1.9,CWE-79,2025-05-17,In Progress,7,No
VULN-02440,AST-0211,CVE-2023-5592,Low,0.2,CWE-20,2025-08-13,Risk Accepted,90,No
VULN-02441,AST-0395,CVE-2023-1480,Low,3.3,CWE-119,2025-11-18,Risk Accepted,7,No
VULN-02442,AST-0335,CVE-2023-1908,High,8.3,CWE-89,2025-09-08,Open,90,No
VULN-02443,AST-0068,CVE-2023-3826,Medium,5.0,CWE-200,2025-12-20,Closed,30,No
VULN-02444,AST-0051,CVE-2023-9951,Critical,9.4,CWE-119,2026-02-16,In Progress,30,Yes
VULN-02445,AST-0246,CVE-2023-3838,High,8.1,CWE-79,2025-08-20,Closed,90,No
VULN-02446,AST-0212,CVE-2023-1725,High,7.9,CWE-89,2026-02-24,Risk Accepted,14,No
VULN-02447,AST-0311,CVE-2023-3932,Critical,9.1,CWE-89,2025-06-03,Closed,14,No
VULN-02448,AST-0347,CVE-2023-5065,High,8.7,CWE-20,2025-12-31,Closed,30,Yes
VULN-02449,AST-0379,CVE-2023-7401,Critical,9.7,CWE-200,2026-01-12,Open,90,No
VULN-02450,AST-0111,CVE-2023-1908,Critical,9.7,CWE-119,2026-03-02,In Progress,14,No
VULN-02451,AST-0333,CVE-2023-5646,Critical,9.7,CWE-287,2026-01-26,Risk Accepted,30,Yes
VULN-02452,AST-0205,CVE-2023-4534,High,8.1,CWE-89,2026-01-06,In Progress,30,No
VULN-02453,AST-0272,CVE-2023-8826,High,8.7,CWE-79,2026-04-04,Closed,90,Yes
VULN-02454,AST-0104,CVE-2023-1042,High,7.5,CWE-89,2025-11-05,Open,14,Yes
VULN-02455,AST-0192,CVE-2023-8939,Critical,9.7,CWE-287,2025-05-21,Risk Accepted,60,Yes
VULN-02456,AST-0167,CVE-2023-2025,Medium,6.8,CWE-20,2025-12-21,Risk Accepted,60,No
VULN-02457,AST-0289,CVE-2023-2923,Low,1.4,CWE-119,2025-12-31,Closed,30,Yes
VULN-02458,AST-0342,CVE-2023-2677,Medium,6.8,CWE-20,2025-09-26,Risk Accepted,30,No
VULN-02459,AST-0358,CVE-2023-3588,Low,3.6,CWE-200,2025-10-29,Risk Accepted,7,No
VULN-02460,AST-0374,CVE-2023-6816,High,8.7,CWE-79,2025-09-02,In Progress,30,No
VULN-02461,AST-0027,CVE-2023-1138,Medium,4.1,CWE-79,2025-04-22,Closed,90,No
VULN-02462,AST-0407,CVE-2023-6110,Critical,9.8,CWE-119,2025-09-02,In Progress,30,No
VULN-02463,AST-0150,CVE-2023-3545,Low,1.6,CWE-119,2025-08-12,In Progress,7,Yes
VULN-02464,AST-0422,CVE-2023-6340,Critical,9.5,CWE-89,2025-06-24,In Progress,30,Yes
VULN-02465,AST-0112,CVE-2023-2791,Medium,4.5,CWE-20,2025-07-07,Open,30,Yes
VULN-02466,AST-0244,CVE-2023-7408,High,8.5,CWE-119,2025-08-25,Open,30,No
VULN-02467,AST-0129,CVE-2023-1990,Medium,4.6,CWE-79,2026-02-06,Risk Accepted,90,No
VULN-02468,AST-0466,CVE-2023-4438,High,8.2,CWE-89,2025-10-20,Open,7,Yes
VULN-02469,AST-0319,CVE-2023-2525,Critical,9.5,CWE-20,2025-06-28,In Progress,14,Yes
VULN-02470,AST-0145,CVE-2023-8511,Critical,9.4,CWE-119,2025-07-11,Open,90,No
VULN-02471,AST-0320,CVE-2023-6882,Medium,4.5,CWE-287,2025-06-07,Closed,14,No
VULN-02472,AST-0049,CVE-2023-3545,Low,1.1,CWE-287,2025-06-14,Risk Accepted,7,Yes
VULN-02473,AST-0285,CVE-2023-3458,Low,0.8,CWE-89,2025-05-14,Open,90,No
VULN-02474,AST-0384,CVE-2023-7939,Medium,6.5,CWE-89,2025-08-07,In Progress,60,No
VULN-02475,AST-0359,CVE-2023-9951,Low,0.6,CWE-119,2026-03-08,Closed,60,Yes
VULN-02476,AST-0114,CVE-2023-9907,High,7.9,CWE-20,2026-02-15,Open,7,No
VULN-02477,AST-0307,CVE-2023-9185,High,8.5,CWE-200,2025-05-24,Open,7,No
VULN-02478,AST-0146,CVE-2023-6629,Medium,5.9,CWE-79,2025-10-29,Open,7,Yes
VULN-02479,AST-0255,CVE-2023-2901,Low,3.4,CWE-287,2026-02-08,In Progress,7,No
VULN-02480,AST-0217,CVE-2023-7919,High,7.6,CWE-89,2025-11-10,Open,60,Yes
VULN-02481,AST-0369,CVE-2023-6533,Medium,4.7,CWE-287,2026-03-05,Open,14,No
VULN-02482,AST-0155,CVE-2023-6651,Critical,9.5,CWE-79,2026-01-26,In Progress,7,Yes
VULN-02483,AST-0356,CVE-2023-5732,Low,2.5,CWE-287,2026-03-24,In Progress,90,No
VULN-02484,AST-0471,CVE-2023-8055,High,8.7,CWE-200,2025-11-05,In Progress,90,No
VULN-02485,AST-0062,CVE-2023-3293,High,7.7,CWE-20,2025-04-29,Closed,14,Yes
VULN-02486,AST-0095,CVE-2023-1017,High,7.3,CWE-287,2025-12-28,Risk Accepted,14,Yes
VULN-02487,AST-0025,CVE-2023-1157,High,7.0,CWE-119,2025-08-23,In Progress,30,Yes
VULN-02488,AST-0402,CVE-2023-1681,High,7.4,CWE-79,2026-03-21,Closed,7,No
VULN-02489,AST-0308,CVE-2023-4971,Low,0.4,CWE-200,2026-02-06,Risk Accepted,7,Yes
VULN-02490,AST-0243,CVE-2023-6986,Low,2.4,CWE-79,2025-12-11,In Progress,14,No
VULN-02491,AST-0454,CVE-2023-9428,Critical,9.1,CWE-79,2025-06-04,In Progress,60,Yes
VULN-02492,AST-0108,CVE-2023-1721,Medium,5.9,CWE-200,2025-12-02,In Progress,90,Yes
VULN-02493,AST-0193,CVE-2023-2560,Critical,10.0,CWE-287,2025-09-08,Risk Accepted,30,No
VULN-02494,AST-0248,CVE-2023-3316,Low,1.9,CWE-119,2025-06-13,Closed,14,Yes
VULN-02495,AST-0428,CVE-2023-7274,High,8.9,CWE-89,2025-06-17,In Progress,14,Yes
VULN-02496,AST-0093,CVE-2023-7418,Critical,9.6,CWE-200,2025-06-24,Closed,30,Yes
VULN-02497,AST-0301,CVE-2023-4751,Medium,5.6,CWE-287,2026-03-03,In Progress,14,Yes
VULN-02498,AST-0421,CVE-2023-7703,Medium,5.2,CWE-89,2026-01-09,Closed,14,No
VULN-02499,AST-0201,CVE-2023-4053,Critical,9.9,CWE-287,2026-02-08,Risk Accepted,14,Yes
VULN-02500,AST-0185,CVE-2023-4063,Critical,9.5,CWE-119,2025-12-13,Risk Accepted,30,Yes
VULN-02501,AST-0445,CVE-2023-2160,High,8.0,CWE-20,2026-02-23,In Progress,90,No
VULN-02502,AST-0118,CVE-2023-7116,Critical,9.7,CWE-89,2026-03-31,Open,7,Yes
